current_stage,stage_index,state,paf_count,area,open_litigations,resolved_litigations,compensation_pct,rehabilitation_progress_pct,days_in_current_stage,prior_stage_avg_days,stage_overrun_ratio,observed_elapsed_days,delay_label,delay_days,remaining_delay_days,started_day
3D,2,Gujarat,67,31.7,0,0,45.1,28.2,99,5.4,0.825,110,0,68,228,565
3C,1,Tamil Nadu,130,70.2,3,1,65.5,58.0,61,136.8,0.678,198,1,105,57,564
3D,2,Karnataka,343,71.2,2,1,29.2,45.0,112,27.5,0.933,167,1,596,699,563
3C,1,Karnataka,36,16.2,0,0,45.2,55.1,21,25.4,0.233,46,0,4,107,561
3A,0,Uttar Pradesh,132,34.5,1,1,61.6,42.5,4,21.1,0.067,25,0,19,54,560
3E,5,Karnataka,189,48.8,1,1,55.4,47.4,81,47.8,1.8,320,1,269,414,560
3A,0,Andhra Pradesh,142,92.4,2,1,56.8,60.2,11,57.1,0.183,68,1,39,31,559
3E,5,Karnataka,102,81.9,1,1,81.1,61.4,397,14.3,8.822,468,0,58,54,559
3D,2,Uttar Pradesh,476,196.5,6,2,21.3,64.3,143,104.9,1.192,353,1,757,674,559
3G,3,Madhya Pradesh,48,23.2,0,1,36.8,43.5,107,25.6,1.189,184,0,114,290,559
3E,5,Rajasthan,62,6.8,0,0,59.0,55.7,198,56.9,4.4,482,1,270,253,558
3E,5,Tamil Nadu,246,122.4,0,1,59.7,44.5,125,32.6,2.778,288,0,57,234,557
3G,3,Gujarat,48,16.4,0,0,60.3,62.6,50,67.1,0.556,251,0,45,153,557
3D,2,Andhra Pradesh,31,18.1,1,1,32.8,32.7,48,43.4,0.4,135,1,210,345,557
3E,5,Tamil Nadu,143,89.1,2,1,27.8,26.5,343,22.5,7.622,455,1,509,519,556
3D,2,Rajasthan,70,23.3,0,1,56.9,47.2,105,82.1,0.875,269,1,279,279,556
3G,3,Madhya Pradesh,49,31.2,0,0,60.1,68.9,101,52.5,1.122,259,0,38,140,555
3G,3,Andhra Pradesh,276,61.6,3,1,64.5,48.2,233,81.2,2.589,477,1,260,143,555
3D,2,Rajasthan,251,65.1,0,1,71.9,47.8,80,72.7,0.667,225,0,80,125,555
3G,3,Uttar Pradesh,448,284.0,1,0,61.8,67.0,216,36.6,2.4,326,0,32,67,554
3C,1,Andhra Pradesh,349,36.6,3,2,55.6,57.2,76,47.7,0.844,124,1,177,203,554
3D,2,Andhra Pradesh,51,3.0,0,0,55.3,41.7,21,26.0,0.175,73,0,0,193,553
3A,0,Andhra Pradesh,85,54.6,0,0,57.3,52.4,10,10.9,0.167,21,0,1,40,553
3H,4,Andhra Pradesh,442,297.7,0,0,57.6,44.2,72,55.7,1.2,295,0,42,167,552
3C,1,Maharashtra,124,3.0,0,0,42.8,34.9,19,45.5,0.211,65,0,56,142,552
3G,3,Madhya Pradesh,78,78.9,0,0,59.2,56.8,118,22.9,1.311,187,0,15,188,551
3D,2,Andhra Pradesh,137,29.0,0,0,49.8,43.3,84,64.2,0.7,212,0,72,130,551
3D,2,Tamil Nadu,34,25.2,1,1,77.3,73.4,132,45.0,1.1,222,0,13,61,550
3C,1,Andhra Pradesh,319,204.4,5,1,39.0,68.5,93,81.8,1.033,175,1,351,326,550
3A,0,Maharashtra,339,139.0,1,1,76.3,72.4,33,38.8,0.55,72,0,19,7,549
3D,2,Gujarat,1188,883.4,0,1,27.9,33.4,38,68.6,0.317,175,1,151,246,548
3G,3,Rajasthan,151,25.1,1,0,21.6,16.9,29,44.0,0.322,161,1,501,700,548
3E,5,Maharashtra,64,27.0,1,0,48.1,48.6,264,36.5,5.867,447,1,282,300,548
3E,5,Uttar Pradesh,86,21.4,1,1,56.1,43.4,143,48.8,3.178,387,1,343,421,548
3D,2,Madhya Pradesh,114,30.1,0,1,83.0,75.2,16,102.6,0.133,221,0,0,37,548
3A,0,Gujarat,564,420.0,1,1,35.0,52.3,15,19.3,0.25,34,1,118,143,548
3H,4,Maharashtra,185,64.0,0,0,68.2,36.3,111,43.7,1.85,286,0,58,192,547
3C,1,Karnataka,42,3.0,2,0,77.8,61.8,13,115.7,0.144,129,0,8,29,547
3D,2,Madhya Pradesh,81,27.2,0,0,86.3,73.9,114,42.7,0.95,199,0,7,77,547
3E,5,Tamil Nadu,56,11.4,0,0,58.2,39.0,20,35.1,0.444,196,0,13,282,545
3A,0,Madhya Pradesh,140,23.4,2,1,61.1,48.8,15,53.9,0.25,69,1,141,132,545
3D,2,Andhra Pradesh,23,5.7,1,0,55.7,68.0,81,112.0,0.675,305,1,159,124,544
3G,3,Madhya Pradesh,264,135.2,1,0,44.2,51.7,75,62.0,0.833,261,1,325,424,541
3G,3,Maharashtra,331,158.3,1,0,62.6,23.3,178,34.1,1.978,280,1,191,271,541
3C,1,Maharashtra,823,446.8,1,0,38.5,36.2,16,41.7,0.178,58,1,232,324,541
3C,1,Rajasthan,186,99.2,0,0,60.4,46.3,17,58.3,0.189,75,0,30,104,541
3D,2,Andhra Pradesh,87,61.9,1,0,55.0,52.7,92,31.9,0.767,156,0,65,179,540
3D,2,Gujarat,69,36.7,2,1,61.7,73.5,243,60.9,2.025,365,1,191,97,538
3A,0,Tamil Nadu,76,31.7,1,0,66.0,54.2,21,60.5,0.35,81,1,37,15,538
3H,4,Uttar Pradesh,38,15.7,1,1,62.5,40.7,170,66.5,2.833,436,1,736,720,536
3C,1,Karnataka,66,46.4,2,1,66.2,67.1,47,119.0,0.522,166,1,168,152,535
3C,1,Uttar Pradesh,119,67.2,0,0,66.4,40.6,70,72.0,0.778,142,1,76,84,535
3C,1,Maharashtra,41,3.0,1,0,81.6,45.5,46,111.9,0.511,158,1,108,100,535
3D,2,Tamil Nadu,212,116.1,4,0,39.0,41.3,26,78.6,0.217,183,1,269,355,534
3D,2,Tamil Nadu,77,38.7,1,0,31.6,39.6,111,14.3,0.925,140,1,267,398,533
3G,3,Uttar Pradesh,101,39.6,1,0,69.1,67.4,16,92.1,0.178,292,0,69,137,533
3C,1,Karnataka,41,11.5,0,0,74.2,66.2,60,54.5,0.667,114,0,0,33,532
3D,2,Madhya Pradesh,49,25.8,0,0,88.4,55.4,86,74.7,0.717,235,0,1,36,531
3D,2,Tamil Nadu,209,42.8,2,1,25.3,43.4,63,140.3,0.525,344,1,588,514,531
3D,2,Gujarat,155,66.6,0,0,72.5,54.7,59,47.4,0.492,154,0,17,133,531
3G,3,Tamil Nadu,73,20.8,2,0,39.1,48.5,119,20.7,1.322,181,0,158,337,530
3E,5,Andhra Pradesh,193,84.5,0,1,81.6,53.0,358,25.2,7.956,484,0,65,45,529
3D,2,Karnataka,89,70.3,3,1,46.0,38.1,73,94.4,0.608,262,1,418,427,527
3H,4,Tamil Nadu,338,195.9,1,1,49.9,59.7,129,67.1,2.15,397,0,143,166,527
3D,2,Rajasthan,262,36.5,4,0,64.1,61.0,305,19.1,2.542,343,1,157,84,525
3A,0,Uttar Pradesh,74,9.2,0,0,86.4,79.5,11,42.8,0.183,54,0,2,8,525
3A,0,Madhya Pradesh,39,3.0,1,0,76.2,67.3,31,29.9,0.517,61,0,14,13,525
3G,3,Madhya Pradesh,74,14.8,0,0,90.6,56.4,20,95.9,0.222,308,0,15,67,525
3A,0,Tamil Nadu,33,15.1,3,0,68.3,67.4,27,52.5,0.45,80,1,35,15,524
3D,2,Andhra Pradesh,209,36.5,0,2,64.2,65.7,112,125.5,0.933,363,1,219,126,524
3E,5,Karnataka,280,116.2,2,0,40.0,29.8,181,19.5,4.022,279,1,432,619,524
3G,3,Madhya Pradesh,146,77.3,0,0,82.7,67.6,84,84.7,0.933,338,0,57,78,524
3H,4,Gujarat,120,83.1,0,1,61.0,62.5,316,7.0,5.267,344,0,186,262,524
3D,2,Gujarat,125,46.0,1,1,31.5,34.6,35,40.2,0.292,115,1,395,550,524
3C,1,Andhra Pradesh,575,490.2,3,1,37.7,47.2,52,104.0,0.578,156,1,301,295,524
3A,0,Gujarat,1144,396.1,0,1,52.7,36.8,20,24.6,0.333,45,1,49,65,524
3G,3,Karnataka,117,32.7,0,0,75.9,51.9,78,47.7,0.867,221,0,0,127,523
3D,2,Tamil Nadu,32,34.0,2,0,47.7,59.0,55,132.7,0.458,320,1,321,270,523
3H,4,Rajasthan,172,55.5,0,0,58.0,53.8,89,25.5,1.483,191,0,4,233,523
3A,0,Rajasthan,195,123.1,0,1,46.4,38.0,2,32.0,0.033,34,0,28,54,523
3H,4,Rajasthan,57,17.3,0,1,61.0,51.4,38,59.7,0.633,277,0,94,237,523
3G,3,Madhya Pradesh,219,127.6,3,1,38.4,39.4,213,31.3,2.367,307,1,422,475,523
3D,2,Uttar Pradesh,106,19.4,2,0,70.5,55.3,122,109.9,1.017,342,1,312,240,523
3H,4,Andhra Pradesh,125,19.7,0,2,84.9,53.7,32,55.9,0.533,256,0,22,187,523
3C,1,Gujarat,71,49.9,0,1,51.9,36.1,39,99.0,0.433,138,1,175,187,522
3C,1,Maharashtra,33,22.9,2,1,74.9,75.9,84,108.7,0.933,193,1,92,49,521
3D,2,Gujarat,100,16.0,1,1,72.2,60.5,176,50.9,1.467,278,0,69,61,521
3A,0,Andhra Pradesh,116,52.6,1,1,69.3,76.3,13,53.6,0.217,67,0,26,19,520
3A,0,Karnataka,350,180.7,0,0,64.5,57.4,11,36.5,0.183,47,0,16,29,520
3G,3,Andhra Pradesh,149,17.7,0,0,44.6,15.6,121,7.0,1.344,142,0,161,379,520
3D,2,Uttar Pradesh,91,87.2,1,0,70.7,67.7,81,43.9,0.675,169,0,3,104,520
3G,3,Madhya Pradesh,459,3.0,2,1,38.5,36.6,103,37.0,1.144,214,1,221,366,519
3A,0,Rajasthan,144,120.0,0,0,34.9,29.3,5,15.3,0.083,20,0,16,56,519
3E,5,Madhya Pradesh,673,386.6,0,0,26.0,39.2,125,17.8,2.778,214,1,486,737,518
3H,4,Rajasthan,637,141.6,2,0,65.9,59.6,169,80.7,2.817,492,1,292,220,518
3A,0,Uttar Pradesh,228,116.2,1,0,37.6,43.0,11,28.7,0.183,40,1,43,63,517
3G,3,Gujarat,129,47.6,0,1,38.7,26.8,119,20.9,1.322,182,0,142,320,517
3H,4,Tamil Nadu,213,126.4,0,0,48.4,46.5,208,31.4,3.467,333,1,405,492,517
3E,5,Tamil Nadu,206,109.1,0,0,62.2,63.4,174,12.4,3.867,236,0,71,300,516
3C,1,Rajasthan,43,33.8,2,1,59.3,76.4,66,118.4,0.733,184,1,90,56,514
3C,1,Gujarat,114,31.6,0,0,60.1,38.2,17,34.0,0.189,51,0,4,103,514
3E,5,Uttar Pradesh,76,33.6,1,0,58.3,54.8,167,39.1,3.711,362,0,66,168,513
3C,1,Karnataka,181,58.1,2,0,50.6,43.0,67,29.0,0.744,96,1,129,183,513
3A,0,Gujarat,276,55.4,0,0,54.9,35.6,23,4.7,0.383,28,0,14,46,512
3D,2,Maharashtra,777,135.6,1,1,69.5,43.1,180,24.9,1.5,230,0,54,95,512
3A,0,Karnataka,431,220.4,2,1,63.3,37.7,45,13.9,0.75,59,1,53,54,512
3A,0,Karnataka,60,48.9,2,0,72.4,83.2,42,38.4,0.7,80,1,36,15,512
3E,5,Maharashtra,63,26.7,0,1,78.4,35.0,60,84.6,1.333,483,0,69,51,512
3A,0,Uttar Pradesh,110,55.3,4,2,61.4,56.3,54,25.9,0.9,80,1,67,47,512
3D,2,Uttar Pradesh,39,20.2,2,0,53.8,64.3,83,71.7,0.692,226,0,119,163,511
3D,2,Uttar Pradesh,186,57.7,1,1,42.9,45.2,16,41.8,0.133,100,0,58,229,511
3E,5,Tamil Nadu,218,157.3,3,0,65.9,75.8,204,63.7,4.533,522,0,146,88,510
3C,1,Andhra Pradesh,51,26.1,0,0,53.6,49.8,60,39.0,0.667,99,0,71,122,510
3D,2,Uttar Pradesh,128,50.6,0,1,62.5,39.0,47,68.8,0.392,185,0,110,195,509
3G,3,Maharashtra,76,3.0,0,0,60.8,55.8,136,29.9,1.511,226,0,67,201,507
3D,2,Tamil Nadu,377,117.2,3,3,49.0,58.8,180,63.0,1.5,306,1,450,414,507
3H,4,Karnataka,196,69.4,0,0,57.3,39.3,7,32.4,0.117,137,0,0,273,507
3D,2,Tamil Nadu,316,234.1,0,0,72.0,61.6,44,91.1,0.367,226,0,23,67,506
3G,3,Rajasthan,298,116.0,2,0,42.8,28.6,97,71.7,1.078,312,1,512,560,506
3D,2,Karnataka,98,30.1,1,0,61.1,67.0,62,36.1,0.517,134,0,23,159,504
3C,1,Gujarat,23,16.9,3,1,69.9,56.3,67,80.1,0.744,147,0,35,38,504
3D,2,Uttar Pradesh,149,76.9,0,0,53.9,54.1,51,64.2,0.425,179,0,58,149,503
3D,2,Maharashtra,210,66.2,1,1,66.3,43.1,122,25.8,1.017,174,0,40,137,502
3A,0,Uttar Pradesh,567,304.0,0,0,46.8,42.8,7,15.5,0.117,23,0,10,48,502
3C,1,Gujarat,65,21.4,2,0,57.1,52.9,67,91.9,0.744,159,1,122,113,501
3D,2,Maharashtra,115,58.8,0,2,28.7,26.9,29,47.1,0.242,123,1,173,319,501
3D,2,Maharashtra,54,11.4,1,0,77.4,47.3,38,67.6,0.317,173,0,9,106,500
3D,2,Tamil Nadu,87,55.0,0,0,61.4,55.8,95,30.9,0.792,157,0,47,160,499
3A,0,Madhya Pradesh,90,36.1,0,0,37.7,26.3,2,14.7,0.033,17,0,4,47,499
3G,3,Andhra Pradesh,76,20.5,0,1,77.6,68.4,118,44.5,1.311,251,0,10,119,499
3E,5,Maharashtra,43,23.9,3,0,63.4,67.8,60,97.2,1.333,546,0,232,151,499
3D,2,Karnataka,92,57.3,0,0,52.7,38.2,82,20.6,0.683,123,0,54,201,498
3E,5,Uttar Pradesh,101,59.0,3,0,34.9,26.6,192,28.8,4.267,336,1,917,1045,498
3A,0,Karnataka,74,44.4,0,0,77.6,55.5,19,17.1,0.317,36,0,3,27,498
3G,3,Rajasthan,100,24.9,1,1,76.4,49.6,54,89.3,0.6,322,0,84,122,497
3E,5,Maharashtra,84,20.5,0,0,72.3,44.8,152,21.4,3.378,259,0,0,193,497
3A,0,Gujarat,543,168.1,1,2,56.6,47.4,8,48.1,0.133,56,1,37,41,496
3E,5,Andhra Pradesh,256,206.3,1,0,81.0,31.9,107,81.7,2.378,515,0,210,160,496
3G,3,Rajasthan,456,322.9,2,2,47.0,57.1,60,51.9,0.667,216,0,123,267,496
3D,2,Tamil Nadu,232,96.1,1,0,59.9,62.4,65,30.4,0.542,126,0,2,146,495
3E,5,Uttar Pradesh,43,28.3,1,0,36.0,59.4,84,95.4,1.867,561,1,606,510,494
3C,1,Rajasthan,578,428.0,0,1,84.6,68.7,31,104.6,0.344,136,0,18,32,494
3A,0,Tamil Nadu,38,66.3,1,0,52.2,42.5,18,42.4,0.3,60,1,61,61,494
3G,3,Andhra Pradesh,136,70.4,0,0,63.5,54.8,91,24.6,1.011,165,0,0,191,493
3E,5,Andhra Pradesh,83,37.5,2,0,71.1,69.5,240,51.3,5.333,497,0,153,122,493
3D,2,Rajasthan,256,40.7,5,0,47.5,46.0,76,129.1,0.633,334,1,357,293,492
3A,0,Gujarat,77,59.6,0,1,74.9,54.9,5,43.3,0.083,48,0,14,26,492
3G,3,Andhra Pradesh,337,175.0,0,2,67.3,36.8,27,28.1,0.3,111,0,0,240,491
3H,4,Madhya Pradesh,74,52.7,1,1,35.0,22.9,211,23.9,3.517,307,1,878,991,491
3C,1,Maharashtra,1714,900.0,0,1,79.0,35.6,61,85.4,0.678,146,1,81,85,491
3G,3,Maharashtra,122,67.2,2,0,47.2,48.7,232,9.9,2.578,262,0,154,252,489
3E,5,Maharashtra,88,19.2,0,1,56.7,40.8,174,32.8,3.867,338,0,162,289,488
3C,1,Rajasthan,404,61.3,3,2,47.7,41.4,60,86.7,0.667,147,1,308,312,488
3A,0,Rajasthan,534,352.7,0,0,74.5,53.4,20,18.3,0.333,38,0,0,21,487
3H,4,Rajasthan,72,31.6,0,0,56.9,34.7,67,18.0,1.117,139,0,15,296,487
3D,2,Madhya Pradesh,115,59.1,2,1,59.5,65.7,14,131.1,0.117,276,0,105,99,487
3H,4,Andhra Pradesh,48,44.4,0,0,62.7,48.0,240,32.4,4.0,369,0,90,140,486
3G,3,Andhra Pradesh,40,8.8,1,0,77.1,76.2,46,97.6,0.511,339,0,22,43,486
3A,0,Gujarat,54,44.1,0,2,64.9,50.1,39,27.4,0.65,66,0,13,7,486
3G,3,Maharashtra,192,100.9,0,3,80.0,52.7,142,60.8,1.578,324,0,63,99,485
3H,4,Maharashtra,225,88.5,0,0,50.5,34.5,176,23.7,2.933,271,0,165,314,485
3A,0,Karnataka,176,27.5,2,0,31.8,28.0,16,13.8,0.267,30,1,55,85,485
3D,2,Gujarat,85,43.9,3,2,62.6,54.0,189,69.0,1.575,327,1,159,102,485
3A,0,Gujarat,291,109.8,0,0,51.6,38.5,6,10.3,0.1,16,0,0,40,484
3E,5,Tamil Nadu,244,93.6,2,0,37.4,45.9,135,54.0,3.0,405,1,531,591,484
3D,2,Rajasthan,114,37.2,0,0,27.0,30.3,7,64.3,0.058,136,1,595,729,482
3G,3,Uttar Pradesh,59,38.0,0,1,44.4,49.0,137,49.1,1.522,284,1,206,281,481
3C,1,Uttar Pradesh,91,27.2,1,0,75.0,83.9,30,165.1,0.333,195,1,88,43,481
3G,3,Maharashtra,67,39.2,1,1,73.9,52.1,315,46.8,3.5,455,1,235,140,481
3E,5,Madhya Pradesh,247,75.5,0,1,46.8,23.6,58,32.5,1.289,220,1,250,495,481
3C,1,Andhra Pradesh,587,421.3,0,0,55.2,40.8,31,9.6,0.344,41,0,1,110,481
3C,1,Andhra Pradesh,278,31.8,2,0,40.5,29.7,81,39.1,0.9,120,1,181,210,481
3D,2,Karnataka,110,49.6,1,2,66.6,68.8,75,96.3,0.625,268,0,30,33,479
3A,0,Gujarat,53,12.4,2,0,76.8,62.5,22,60.4,0.367,82,1,32,10,479
3A,0,Andhra Pradesh,148,105.4,0,1,41.4,51.4,2,32.0,0.033,34,0,23,49,479
3G,3,Maharashtra,61,34.3,2,1,73.2,47.5,213,85.9,2.367,471,0,157,46,478
3E,5,Uttar Pradesh,58,18.1,1,0,83.1,64.4,219,30.1,4.867,370,0,34,129,478
3H,4,Andhra Pradesh,269,118.9,0,2,84.5,74.5,209,61.8,3.483,456,0,91,55,478
3G,3,Uttar Pradesh,281,163.2,0,1,53.5,40.2,126,43.8,1.4,257,1,396,499,477
3C,1,Andhra Pradesh,392,73.5,0,1,78.6,73.8,63,78.9,0.7,142,0,14,22,477
3A,0,Karnataka,91,12.9,2,0,58.8,36.1,10,67.1,0.167,77,1,60,43,477
3H,4,Madhya Pradesh,109,17.6,1,1,52.0,57.3,114,20.2,1.9,195,0,19,244,477
3H,4,Madhya Pradesh,179,76.1,3,1,67.1,61.0,166,70.2,2.767,447,0,128,101,476
3C,1,Rajasthan,135,72.2,2,0,42.6,66.8,29,121.1,0.322,150,1,191,191,476
3D,2,Tamil Nadu,129,16.3,0,1,71.0,58.7,75,42.0,0.625,159,0,2,113,476
3A,0,Gujarat,205,22.8,0,1,75.6,42.1,12,23.1,0.2,35,0,1,26,475
3E,5,Karnataka,108,69.9,0,0,82.3,65.4,189,43.6,4.2,407,0,22,80,475
3G,3,Uttar Pradesh,451,276.8,0,2,86.7,35.0,110,46.0,1.222,248,0,13,125,474
3E,5,Uttar Pradesh,449,237.7,1,0,53.6,59.1,107,79.0,2.378,502,1,361,324,474
3D,2,Tamil Nadu,124,35.5,1,0,36.7,48.7,127,18.6,1.058,164,1,216,322,473
3C,1,Rajasthan,194,96.7,1,0,65.6,68.8,20,118.0,0.222,138,0,27,39,473
3H,4,Karnataka,14,6.8,0,0,70.1,86.6,177,50.7,2.95,380,0,1,41,473
3D,2,Maharashtra,79,28.9,1,0,94.4,63.1,93,67.1,0.775,227,0,0,42,472
3H,4,Rajasthan,142,59.0,0,1,32.9,49.4,141,22.6,2.35,231,1,571,760,472
3G,3,Andhra Pradesh,29,17.2,0,0,54.1,46.1,74,42.2,0.822,201,0,11,171,472
3D,2,Andhra Pradesh,285,189.5,1,0,40.9,50.3,59,80.3,0.492,220,1,188,238,472
3A,0,Karnataka,139,91.4,0,0,88.5,89.5,24,26.1,0.4,50,0,6,16,471
3D,2,Maharashtra,83,51.5,0,0,81.3,52.4,125,90.1,1.042,305,0,84,49,471
3A,0,Andhra Pradesh,89,29.1,0,1,48.6,29.5,9,14.6,0.15,24,0,19,55,471
3H,4,Karnataka,66,35.0,0,0,68.8,43.6,32,47.3,0.533,221,0,45,244,470
3A,0,Uttar Pradesh,137,83.7,3,0,18.7,42.9,17,24.9,0.283,42,1,101,119,469
3G,3,Maharashtra,193,53.8,2,0,52.3,56.0,233,66.1,2.589,431,1,282,211,469
3E,5,Uttar Pradesh,51,20.3,1,0,82.5,57.9,75,60.9,1.667,380,0,123,208,468
3G,3,Andhra Pradesh,446,284.2,2,1,58.7,35.3,110,92.7,1.222,388,1,395,366,467
3G,3,Karnataka,110,55.3,0,0,78.4,61.1,29,120.8,0.322,392,0,117,86,467
3C,1,Tamil Nadu,379,120.3,2,0,24.8,44.1,68,48.7,0.756,117,1,290,324,466
3C,1,Tamil Nadu,468,223.4,1,0,80.9,38.5,21,99.8,0.233,121,0,40,69,466
3C,1,Tamil Nadu,64,54.1,0,0,65.3,42.6,22,21.0,0.244,43,0,0,102,464
3G,3,Maharashtra,164,82.1,2,1,57.2,33.6,59,66.1,0.656,257,0,117,220,464
3G,3,Madhya Pradesh,112,80.7,0,0,82.5,67.9,53,96.5,0.589,342,0,153,170,463
3G,3,Madhya Pradesh,318,182.4,1,4,35.4,54.5,190,79.6,2.111,429,1,319,250,463
3E,5,Madhya Pradesh,683,133.7,1,0,70.1,38.2,78,50.6,1.733,331,0,104,238,462
3G,3,Andhra Pradesh,359,182.6,0,1,80.4,53.8,126,60.4,1.4,307,0,19,72,462
3D,2,Tamil Nadu,342,90.8,0,0,38.2,33.8,25,33.5,0.208,92,0,76,254,462
3E,5,Maharashtra,73,45.9,2,2,45.1,32.6,60,68.3,1.333,401,1,831,895,461
3D,2,Tamil Nadu,160,107.0,0,0,70.9,59.6,115,29.2,0.958,173,0,0,93,460
3C,1,Madhya Pradesh,201,114.6,1,0,53.3,33.4,32,24.1,0.356,56,0,17,111,459
3H,4,Uttar Pradesh,261,107.8,1,1,53.0,41.9,217,43.4,3.617,391,1,588,617,459
3A,0,Madhya Pradesh,151,65.9,0,0,39.5,33.2,15,10.7,0.25,26,1,77,111,458
3A,0,Karnataka,45,30.9,1,0,47.6,44.1,20,25.4,0.333,45,0,28,42,457
3E,5,Maharashtra,16,4.6,0,0,53.0,51.2,75,29.5,1.667,223,0,39,281,455
3C,1,Gujarat,66,3.0,0,0,80.9,64.6,37,73.0,0.411,110,0,0,37,454
3A,0,Madhya Pradesh,85,66.9,1,1,72.9,67.1,15,54.9,0.25,70,1,30,20,453
3C,1,Maharashtra,73,19.8,1,0,53.7,46.2,47,20.7,0.522,68,0,14,97,453
3H,4,Madhya Pradesh,103,51.3,0,2,42.8,48.7,149,43.1,2.483,322,0,166,265,453
3G,3,Tamil Nadu,22,8.7,0,1,77.3,61.0,75,91.9,0.833,351,1,188,198,453
3D,2,Tamil Nadu,432,10.1,0,0,38.1,31.7,77,55.0,0.642,187,1,153,236,451
3A,0,Karnataka,407,163.9,3,1,74.3,71.5,31,34.7,0.517,66,0,15,10,451
3H,4,Rajasthan,295,73.7,2,0,34.5,39.4,67,60.1,1.117,307,1,330,443,451
3A,0,Gujarat,242,117.6,0,0,54.2,40.0,16,5.6,0.267,22,0,5,44,451
3C,1,Uttar Pradesh,308,20.1,0,0,46.9,33.4,5,49.8,0.056,55,0,22,118,451
3A,0,Uttar Pradesh,77,3.0,0,1,97.8,76.0,21,29.8,0.35,51,0,2,11,450
3C,1,Gujarat,43,44.8,1,0,77.4,42.9,61,122.8,0.678,184,1,90,56,450
3H,4,Rajasthan,69,42.6,0,0,60.1,82.7,108,35.3,1.8,249,0,63,234,450
3G,3,Madhya Pradesh,78,20.4,0,0,44.2,25.3,106,22.2,1.178,173,1,298,485,449
3E,5,Rajasthan,611,153.2,0,0,99.8,48.5,102,66.2,2.267,433,0,40,73,449
3A,0,Uttar Pradesh,154,50.3,0,0,58.0,43.2,17,23.4,0.283,40,1,32,52,448
3A,0,Tamil Nadu,195,69.7,0,0,48.9,37.5,4,17.1,0.067,21,0,5,44,448
3G,3,Tamil Nadu,163,48.8,0,0,49.2,32.5,57,12.8,0.633,95,0,21,286,448
3A,0,Uttar Pradesh,79,62.6,1,0,44.4,53.9,41,17.7,0.683,59,1,84,86,447
3C,1,Maharashtra,226,132.4,1,0,48.1,40.3,44,40.0,0.489,84,0,48,114,447
3G,3,Gujarat,319,81.7,0,2,83.2,45.5,47,83.2,0.522,297,0,0,55,447
3G,3,Maharashtra,464,204.2,1,0,83.5,58.8,47,103.7,0.522,358,0,72,74,446
3A,0,Madhya Pradesh,14,13.2,0,1,72.3,76.8,12,32.2,0.2,44,0,6,22,446
3D,2,Karnataka,124,3.0,0,0,31.1,32.7,62,21.5,0.517,105,0,107,272,446
3E,5,Maharashtra,547,266.7,3,0,62.8,58.0,136,35.7,3.022,314,0,165,316,446
3A,0,Madhya Pradesh,178,98.1,4,1,39.2,25.3,10,34.5,0.167,45,1,119,134,446
3A,0,Rajasthan,78,54.1,0,0,59.8,29.1,4,17.6,0.067,22,0,9,47,445
3H,4,Rajasthan,24,26.0,0,1,41.2,36.1,80,26.2,1.333,185,0,145,380,445
3C,1,Gujarat,297,144.1,0,2,89.7,74.9,78,68.5,0.867,147,0,31,34,445
3C,1,Maharashtra,232,123.6,0,2,45.9,34.0,84,10.3,0.933,94,0,45,101,445
3A,0,Andhra Pradesh,228,186.2,3,2,65.4,45.3,28,51.0,0.467,79,1,89,70,444
3G,3,Uttar Pradesh,71,34.7,5,2,35.3,41.8,136,59.3,1.511,314,1,382,428,443
3G,3,Tamil Nadu,90,43.6,0,0,35.6,34.1,73,22.3,0.811,140,1,239,459,442
3H,4,Tamil Nadu,341,168.6,2,0,66.6,61.2,225,65.7,3.75,488,0,167,100,442
3G,3,Karnataka,261,75.4,1,0,64.2,42.5,80,68.9,0.889,287,1,248,321,442
3D,2,Tamil Nadu,550,188.5,0,0,62.2,35.2,39,60.4,0.325,160,0,56,166,442
3G,3,Rajasthan,43,3.0,1,0,40.5,38.2,55,29.4,0.611,143,0,63,280,441
3D,2,Uttar Pradesh,94,24.0,0,0,74.5,74.8,49,70.8,0.408,191,0,6,85,441
3C,1,Rajasthan,186,22.9,1,1,70.7,28.1,98,71.7,1.089,170,0,46,27,440
3H,4,Madhya Pradesh,50,14.9,0,0,60.8,56.4,50,44.0,0.833,226,0,119,313,440
3D,2,Maharashtra,47,27.0,0,0,72.2,54.8,91,102.8,0.758,297,0,79,53,440
3G,3,Uttar Pradesh,466,282.1,2,0,63.0,50.6,78,67.6,0.867,281,1,244,323,439
3A,0,Rajasthan,38,17.8,0,0,56.6,37.0,19,1.3,0.317,20,0,0,35,439
3C,1,Uttar Pradesh,626,192.3,1,0,68.8,43.5,4,84.8,0.044,89,0,0,59,439
3D,2,Madhya Pradesh,45,29.8,1,0,56.5,53.4,18,91.4,0.15,201,0,124,193,438
3A,0,Tamil Nadu,170,149.6,0,1,80.1,80.1,29,28.3,0.483,57,0,13,16,438
3D,2,Andhra Pradesh,192,121.5,0,0,61.8,55.5,87,18.1,0.725,123,0,29,176,438
3A,0,Uttar Pradesh,105,24.5,0,0,49.9,45.6,9,10.3,0.15,19,0,0,40,437
3H,4,Maharashtra,326,68.3,0,1,51.2,52.8,31,32.1,0.517,159,0,0,258,437
